jahr,demographie_szenario,rentenalter_szenario,regelaltersgrenze,verschobene_kohorten_mio,personen_20_66_adj_mio,personen_ab_rentenalter_adj_mio,ausgaben_adj_mrd_euro,beitragsbasis_reform_adj_mrd_euro,bestandsschutz_zuschuss_mrd_euro,sonstige_einnahmen_mrd_euro,erforderlicher_beitragssatz,notiz
2066,jung,finnland_ratio_light,71.000,3.800,49.397,16.350,1028.769,4987.632,2.821,8.790,0.203936,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2066,jung,daenemark_2040,71.733,4.497,50.093,15.653,984.934,5057.975,2.821,8.790,0.192433,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2067,jung,status_quo_67,67.000,0.000,45.523,20.138,1296.228,4714.785,2.576,9.010,0.272471,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2067,jung,finnland_ratio_light,71.000,3.800,49.323,16.338,1051.626,5108.352,2.576,9.010,0.203596,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2067,jung,daenemark_2040,71.800,4.560,50.083,15.578,1002.706,5187.065,2.576,9.010,0.191075,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2068,jung,status_quo_67,67.000,0.000,45.448,20.125,1325.218,4828.280,2.366,9.236,0.272067,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2068,jung,finnland_ratio_light,71.000,3.800,49.248,16.325,1074.990,5231.979,2.366,9.236,0.203248,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2068,jung,daenemark_2040,71.867,4.623,50.072,15.502,1020.774,5319.447,2.366,9.236,0.189714,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2069,jung,status_quo_67,67.000,0.000,45.374,20.113,1354.856,4944.492,2.184,9.466,0.271657,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2069,jung,finnland_ratio_light,71.000,3.800,49.174,16.313,1098.873,5358.583,2.184,9.466,0.202894,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2069,jung,daenemark_2040,71.933,4.687,50.061,15.426,1039.144,5455.204,2.184,9.466,0.188351,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2070,jung,status_quo_67,67.000,0.000,45.300,20.100,1385.156,5063.484,2.024,9.703,0.271242,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2070,jung,finnland_ratio_light,71.000,3.800,49.100,16.300,1123.286,5488.235,2.024,9.703,0.202535,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2070,jung,daenemark_2040,72.000,4.750,50.050,15.350,1057.818,5594.423,2.024,9.703,0.186988,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2027,moderat,status_quo_67,67.000,0.000,50.181,17.754,434.047,1780.143,99.585,3.356,0.186000,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2027,moderat,finnland_ratio_light,67.000,0.000,50.181,17.754,434.047,1780.143,99.585,3.356,0.186000,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2027,moderat,daenemark_2040,67.000,0.000,50.181,17.754,434.047,1780.143,99.585,3.356,0.186000,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2028,moderat,status_quo_67,67.000,0.000,49.841,18.040,453.388,1812.295,104.022,3.440,0.190877,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2028,moderat,finnland_ratio_light,67.125,0.119,49.960,17.921,450.404,1816.613,104.022,3.440,0.188781,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2028,moderat,daenemark_2040,67.333,0.317,50.158,17.723,445.430,1823.810,104.022,3.440,0.185309,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2029,moderat,status_quo_67,67.000,0.000,49.502,18.326,473.472,1844.943,108.630,3.526,0.195842,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2029,moderat,finnland_ratio_light,67.250,0.238,49.739,18.089,467.336,1853.794,108.630,3.526,0.191596,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2029,moderat,daenemark_2040,67.667,0.633,50.135,17.693,457.109,1868.547,108.630,3.526,0.184611,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2030,moderat,status_quo_67,67.000,0.000,49.162,18.612,494.325,1897.096,97.858,3.614,0.207082,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2030,moderat,finnland_ratio_light,67.375,0.356,49.518,18.256,484.864,1910.844,97.858,3.614,0.200640,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2030,moderat,daenemark_2040,68.000,0.950,50.112,17.662,469.094,1933.756,97.858,3.614,0.190108,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2031,moderat,status_quo_67,67.000,0.000,48.822,18.898,515.975,1950.435,93.199,3.704,0.214861,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2031,moderat,finnland_ratio_light,67.500,0.475,49.297,18.423,503.006,1969.412,93.199,3.704,0.206205,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2031,moderat,daenemark_2040,68.200,1.140,49.962,17.758,484.850,1995.978,93.199,3.704,0.194364,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2032,moderat,status_quo_67,67.000,0.000,48.483,19.184,538.450,2004.980,88.574,3.797,0.222486,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2032,moderat,finnland_ratio_light,67.625,0.594,49.076,18.590,521.785,2029.534,88.574,3.797,0.211582,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2032,moderat,daenemark_2040,68.400,1.330,49.813,17.854,501.120,2059.982,88.574,3.797,0.198424,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2033,moderat,status_quo_67,67.000,0.000,48.143,19.470,561.779,2060.750,83.992,3.892,0.229962,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2033,moderat,finnland_ratio_light,67.750,0.713,48.855,18.758,541.221,2091.248,83.992,3.892,0.216778,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2033,moderat,daenemark_2040,68.600,1.520,49.663,17.950,517.921,2125.813,83.992,3.892,0.202293,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2034,moderat,status_quo_67,67.000,0.000,47.803,19.756,585.992,2117.765,79.464,3.989,0.237297,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2034,moderat,finnland_ratio_light,67.875,0.831,48.634,18.925,561.336,2154.590,79.464,3.989,0.221797,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2034,moderat,daenemark_2040,68.800,1.710,49.513,18.046,535.271,2193.521,79.464,3.989,0.205978,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2035,moderat,status_quo_67,67.000,0.000,47.463,20.042,611.120,2176.045,75.003,4.089,0.244493,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2035,moderat,finnland_ratio_light,68.000,0.950,48.413,19.092,582.153,2219.600,75.003,4.089,0.226645,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2035,moderat,daenemark_2040,69.000,1.900,49.363,18.142,553.185,2263.154,75.003,4.089,0.209483,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2036,moderat,status_quo_67,67.000,0.000,47.124,20.328,637.196,2216.415,70.625,4.191,0.253735,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2036,moderat,finnland_ratio_light,68.100,1.045,48.169,19.283,604.440,2265.565,70.625,4.191,0.233772,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2036,moderat,daenemark_2040,69.200,2.090,49.214,18.238,571.684,2314.716,70.625,4.191,0.214656,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2037,moderat,status_quo_67,67.000,0.000,46.784,20.614,664.254,2257.415,66.341,4.296,0.262963,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2037,moderat,finnland_ratio_light,68.200,1.140,47.924,19.474,627.519,2312.422,66.341,4.296,0.240822,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
